cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness
175301,30514,68726,5033,0.554635
175401,31139,69613,5115,0.56206
175501,31682,70472,5145,0.55765
175601,32032,71293,5113,0.554163
175701,32291,73026,5249,0.555979
175801,33092,74068,5259,0.556265
175901,33340,74214,5327,0.555655
176001,33735,75788,5352,0.558103
176101,34517,76831,5457,0.552345
176201,34891,78275,5536,0.555516
176301,35938,79781,5574,0.553675
176401,36449,80621,5611,0.557939
176501,37064,82274,5714,0.555311
176601,37722,83840,5794,0.557392
176701,38686,85558,5909,0.558764
